SiteID,SamplingSeasonCode,Year,SeasonSeq,PlotID,SixLetterCode,SpeciesCount,SpeciesSize,intertidal_sitename,intertidal_Latitude,intertidal_Longitude,classification_name,kingdom,phylum_division,class,order,family
ALEG,SP02,2002,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,2,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,2,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,2,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,5,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,5,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,5,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,2,PISOCH,6,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,4,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,10,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,10,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,10,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,11,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,11,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,11,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,14,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,14,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,14,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,17,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,17,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,SP02,2002,1,3,PISOCH,17,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,30.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,170.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,190.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,190.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,190.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,200.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,200.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,1,200.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,50.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,2,130.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,60.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,3,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,70.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,100.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,5,110.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,6,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,6,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,6,90.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,7,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,7,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,7,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,8,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,8,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,1,PISOCH,8,80.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,40.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,120.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,140.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,150.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,160.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,180.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,180.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
ALEG,FA02,2002,3,2,PISOCH,1,180.0,Alegria,34.467137,-120.27818,pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
